update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,166,1.660000,0.000000,30.000000,-1,40.006024,40.006024,-1,0,0,66,0,0,0,11,0,0,15.670667,0.162667,0.162667,0.650000,0.938462,-1,-1,-1,-1,-1,0.097992
10,180,0,5704,31.688889,0.000000,30.000000,-1,40.002980,40.002980,-1,11,0,950,0,0,0,378,0,145,8.685837,3.425274,3.425274,0.861111,0.882407,-1,-1,-1,-1,-1,0.108091
20,176,0,7749,44.028409,0.000000,30.000000,-1,40.003355,40.003355,-1,5,0,523,8,0,326,476,0,68,7.532831,5.270199,5.270199,0.937500,0.957621,-1,-1,-1,-1,-1,0.119700
30,164,0,7455,45.457317,0.000000,30.000000,-1,40.006439,40.006439,-1,5,0,603,12,0,237,329,0,45,7.885238,5.948096,5.948096,0.969512,0.962750,-1,-1,-1,-1,-1,0.130850
40,148,0,6482,43.797297,0.000000,30.000000,-1,40.015736,40.015736,-1,11,0,766,9,0,291,369,0,118,7.745383,5.689302,5.689302,0.979730,0.918285,-1,-1,-1,-1,-1,0.129901
50,131,0,6030,46.030534,0.000000,30.000000,-1,40.018408,40.018408,-1,7,0,415,6,0,218,329,0,76,7.910992,6.516489,6.516489,0.984733,0.930358,-1,-1,-1,-1,-1,0.141569
60,121,0,5537,45.760331,0.000000,30.000000,-1,40.003431,40.003431,-1,5,0,420,3,0,193,214,0,79,7.725427,6.007355,6.007355,0.991736,0.923162,-1,-1,-1,-1,-1,0.131279
70,110,0,4893,44.481818,0.000000,30.000000,-1,40.025342,40.025342,-1,6,0,475,5,0,196,127,0,67,8.225091,6.168848,6.168848,1.000000,0.927400,-1,-1,-1,-1,-1,0.138682
80,102,0,4706,46.137255,0.000000,30.000000,-1,40.024012,40.024012,-1,3,0,380,6,0,159,168,0,36,7.766078,6.106471,6.106471,1.000000,0.949316,-1,-1,-1,-1,-1,0.132354
90,98,0,4602,46.959184,0.000000,30.000000,-1,40.032160,40.032160,-1,3,0,358,2,0,147,136,0,37,8.740918,6.973367,6.973367,1.000000,0.942674,-1,-1,-1,-1,-1,0.148498
100,95,0,4305,45.315789,0.000000,30.000000,-1,40.039489,40.039489,-1,6,0,403,6,0,169,156,0,68,8.048140,6.197474,6.197474,1.000000,0.911770,-1,-1,-1,-1,-1,0.136762
110,95,0,4390,46.210526,0.000000,30.000000,-1,40.042825,40.042825,-1,4,0,426,5,0,149,50,0,41,8.112351,6.098175,6.098175,1.000000,0.926635,-1,-1,-1,-1,-1,0.131965
120,96,0,4271,44.489583,0.000000,30.000000,-1,40.052915,40.052915,-1,6,0,430,1,0,177,168,0,73,8.046250,5.807917,5.807917,1.000000,0.911349,-1,-1,-1,-1,-1,0.130546
130,74,0,3546,47.918919,0.000000,30.000000,-1,40.059222,40.059222,-1,2,0,378,4,0,111,127,0,21,8.848198,6.872523,6.872523,1.000000,0.946442,-1,-1,-1,-1,-1,0.143420
140,79,0,3773,47.759494,0.000000,30.000000,-1,40.051418,40.051418,-1,2,0,265,4,0,124,153,0,28,8.233574,6.627186,6.627186,1.000000,0.946546,-1,-1,-1,-1,-1,0.138762
150,77,0,3525,45.779221,0.000000,30.000000,-1,40.057589,40.057589,-1,5,0,254,7,0,136,140,0,81,8.788788,7.055368,7.055368,1.000000,0.909252,-1,-1,-1,-1,-1,0.154117
160,73,0,3261,44.671233,0.000000,30.000000,-1,40.007360,40.007360,-1,2,0,321,5,0,112,203,0,26,8.804658,6.355160,6.355160,1.000000,0.932649,-1,-1,-1,-1,-1,0.142265
170,81,0,3570,44.074074,0.000000,30.000000,-1,40.008683,40.008683,-1,6,0,479,3,0,146,228,0,66,8.253436,5.717757,5.717757,1.000000,0.892591,-1,-1,-1,-1,-1,0.129731
180,78,0,3696,47.384615,0.000000,30.000000,-1,40.002976,40.002976,-1,2,0,283,3,0,148,96,0,23,8.493034,6.677906,6.677906,1.000000,0.940222,-1,-1,-1,-1,-1,0.140930
190,74,0,3421,46.229730,0.000000,30.000000,-1,39.986554,39.986554,-1,4,0,251,4,0,137,119,0,57,8.646802,7.073919,7.073919,1.000000,0.918903,-1,-1,-1,-1,-1,0.153017
200,81,0,3790,46.790123,0.000000,30.000000,-1,39.992084,39.992084,-1,2,0,402,2,0,145,168,0,30,8.897901,6.739959,6.739959,1.000000,0.934606,-1,-1,-1,-1,-1,0.144047
210,90,0,3772,41.911111,0.000000,30.000000,-1,39.990456,39.990456,-1,10,0,281,3,0,156,193,0,127,8.033481,6.077630,6.077630,1.000000,0.857316,-1,-1,-1,-1,-1,0.145012
220,82,0,3756,45.804878,0.000000,30.000000,-1,39.974707,39.974707,-1,4,0,300,7,0,148,81,0,43,8.096951,6.293293,6.293293,1.000000,0.912410,-1,-1,-1,-1,-1,0.137394
230,82,0,3618,44.121951,0.000000,30.000000,-1,39.980929,39.980929,-1,7,0,261,6,0,137,64,0,79,8.579797,6.704756,6.704756,1.000000,0.874412,-1,-1,-1,-1,-1,0.151960
240,83,0,3741,45.072289,0.000000,30.000000,-1,40.003742,40.003742,-1,5,0,279,3,0,122,231,0,58,8.318795,6.500482,6.500482,1.000000,0.898386,-1,-1,-1,-1,-1,0.144223
250,82,0,3579,43.646341,0.000000,30.000000,-1,40.002235,40.002235,-1,7,0,351,6,0,145,114,0,87,8.549207,6.410142,6.410142,1.000000,0.877212,-1,-1,-1,-1,-1,0.146866
260,84,0,3751,44.654762,0.000000,30.000000,-1,39.996534,39.996534,-1,7,0,329,7,0,117,162,0,87,7.858492,5.911349,5.911349,1.000000,0.871594,-1,-1,-1,-1,-1,0.132379
270,77,0,3629,47.129870,0.000000,30.000000,-1,39.993111,39.993111,-1,2,0,241,2,0,129,136,0,24,9.058442,7.175325,7.175325,1.000000,0.929126,-1,-1,-1,-1,-1,0.152246
280,70,0,3212,45.885714,0.000000,30.000000,-1,40.006849,40.006849,-1,3,0,308,4,0,144,167,0,33,8.995714,6.813810,6.813810,1.000000,0.919126,-1,-1,-1,-1,-1,0.148495
290,70,0,3316,47.371429,0.000000,30.000000,-1,40.021110,40.021110,-1,2,0,299,0,0,140,55,0,18,8.956048,6.710619,6.710619,1.000000,0.930175,-1,-1,-1,-1,-1,0.141660
300,77,0,3341,43.389610,0.000000,30.000000,-1,40.024843,40.024843,-1,5,0,343,4,0,122,127,0,59,7.903939,5.645844,5.645844,1.000000,0.892419,-1,-1,-1,-1,-1,0.130120
310,79,0,3738,47.316456,0.000000,30.000000,-1,39.991707,39.991707,-1,2,0,355,1,0,127,88,0,28,9.637722,7.197722,7.197722,1.000000,0.935705,-1,-1,-1,-1,-1,0.152119
320,82,0,3622,44.170732,0.000000,30.000000,-1,39.990613,39.990613,-1,7,0,196,5,0,133,165,0,82,8.312480,6.768821,6.768821,1.000000,0.876620,-1,-1,-1,-1,-1,0.153242
330,73,0,3387,46.397260,0.000000,30.000000,-1,39.938884,39.938884,-1,3,0,319,4,0,137,154,0,32,9.307169,6.948539,6.948539,1.000000,0.920399,-1,-1,-1,-1,-1,0.149762
