update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,165,1.650000,0.000000,30.000000,-1,39.987879,39.987879,-1,0,0,65,0,0,0,8,0,0,16.071500,0.161833,0.161833,0.620000,1.000000,-1,-1,-1,-1,-1,0.098081
10,185,0,5459,29.508108,0.000000,30.000000,-1,40.006228,40.006228,-1,12,0,764,0,0,0,322,0,96,8.874295,3.260840,3.260840,0.767568,0.874979,-1,-1,-1,-1,-1,0.110507
20,177,0,7223,40.807910,0.000000,30.000000,-1,40.010522,40.010522,-1,4,0,527,8,0,278,423,0,39,7.982599,5.230207,5.230207,0.909605,0.888153,-1,-1,-1,-1,-1,0.128167
30,147,0,6932,47.156463,0.000000,30.000000,-1,40.010242,40.010242,-1,2,0,530,7,0,211,358,0,27,8.182177,6.284943,6.284943,0.979592,0.975154,-1,-1,-1,-1,-1,0.133279
40,144,0,6335,43.993056,0.000000,30.000000,-1,40.021310,40.021310,-1,7,0,697,9,0,290,317,0,79,7.746616,5.477921,5.477921,0.979167,0.943198,-1,-1,-1,-1,-1,0.124518
50,116,0,5154,44.431034,0.000000,30.000000,-1,40.032402,40.032402,-1,10,0,375,6,0,182,362,0,132,7.149770,5.867471,5.867471,1.000000,0.901172,-1,-1,-1,-1,-1,0.132058
60,117,0,5771,49.324786,0.000000,30.000000,-1,40.045746,40.045746,-1,0,0,380,5,0,215,254,0,0,8.338319,6.989316,6.989316,1.000000,0.984604,-1,-1,-1,-1,-1,0.141700
70,104,0,4798,46.134615,0.000000,30.000000,-1,40.051897,40.051897,-1,4,0,507,6,0,197,187,0,52,8.385705,6.357885,6.357885,1.000000,0.945647,-1,-1,-1,-1,-1,0.137812
80,105,0,4702,44.780952,0.000000,30.000000,-1,40.054870,40.054870,-1,7,0,506,4,0,184,288,0,75,8.046698,6.080286,6.080286,1.000000,0.916260,-1,-1,-1,-1,-1,0.135778
90,99,0,4752,48.000000,0.000000,30.000000,-1,40.048401,40.048401,-1,3,0,302,4,0,192,133,0,42,8.618653,7.273603,7.273603,1.000000,0.952961,-1,-1,-1,-1,-1,0.151533
100,96,0,4553,47.427083,0.000000,30.000000,-1,40.016912,40.016912,-1,2,0,298,7,0,165,125,0,32,8.932066,7.283212,7.283212,1.000000,0.959758,-1,-1,-1,-1,-1,0.153567
110,99,0,4311,43.545455,0.000000,30.000000,-1,40.011598,40.011598,-1,8,0,464,3,0,160,191,0,101,8.119226,5.853838,5.853838,1.000000,0.898228,-1,-1,-1,-1,-1,0.134431
120,91,0,4217,46.340659,0.000000,30.000000,-1,40.037942,40.037942,-1,4,0,358,6,0,171,145,0,47,8.205201,6.520073,6.520073,1.000000,0.936808,-1,-1,-1,-1,-1,0.140699
130,90,0,4130,45.888889,0.000000,30.000000,-1,40.035109,40.035109,-1,4,0,386,7,0,143,125,0,47,8.453926,6.620148,6.620148,1.000000,0.931765,-1,-1,-1,-1,-1,0.144265
140,83,0,3830,46.144578,0.000000,30.000000,-1,40.047258,40.047258,-1,2,0,398,13,0,162,152,0,17,8.532871,6.386807,6.386807,1.000000,0.951567,-1,-1,-1,-1,-1,0.138409
150,82,0,3681,44.890244,0.000000,30.000000,-1,40.020647,40.020647,-1,5,0,367,6,0,139,133,0,64,8.158740,6.109553,6.109553,1.000000,0.916317,-1,-1,-1,-1,-1,0.136100
160,94,0,4195,44.627660,0.000000,30.000000,-1,40.030274,40.030274,-1,6,0,383,3,0,153,115,0,85,8.715603,6.639007,6.639007,1.000000,0.913184,-1,-1,-1,-1,-1,0.148764
170,88,0,4201,47.738636,0.000000,30.000000,-1,40.044751,40.044751,-1,3,0,288,4,0,142,115,0,36,8.946402,7.322538,7.322538,1.000000,0.938436,-1,-1,-1,-1,-1,0.153388
180,87,0,3920,45.057471,0.000000,30.000000,-1,40.026786,40.026786,-1,3,0,336,7,0,141,173,0,41,7.939732,6.102414,6.102414,1.000000,0.939845,-1,-1,-1,-1,-1,0.135436
190,81,0,3872,47.802469,0.000000,30.000000,-1,40.010331,40.010331,-1,3,0,265,3,0,178,84,0,36,8.622922,7.097243,7.097243,1.000000,0.933181,-1,-1,-1,-1,-1,0.148470
200,93,0,4163,44.763441,0.000000,30.000000,-1,40.023301,40.023301,-1,5,0,389,4,0,159,166,0,51,8.574229,6.497455,6.497455,1.000000,0.916763,-1,-1,-1,-1,-1,0.145151
210,84,0,3913,46.583333,0.000000,30.000000,-1,40.017889,40.017889,-1,2,0,305,6,0,134,87,0,25,8.657421,6.858452,6.858452,1.000000,0.949730,-1,-1,-1,-1,-1,0.147230
220,86,0,3780,43.953488,0.000000,30.000000,-1,40.023016,40.023016,-1,6,0,286,1,0,125,208,0,77,8.085155,6.139651,6.139651,1.000000,0.899497,-1,-1,-1,-1,-1,0.139685
230,76,0,3587,47.197368,0.000000,30.000000,-1,40.010594,40.010594,-1,2,0,200,8,0,128,244,0,29,9.102632,7.388596,7.388596,1.000000,0.942858,-1,-1,-1,-1,-1,0.156547
240,69,0,3140,45.507246,0.000000,30.000000,-1,40.043631,40.043631,-1,2,0,366,2,0,118,90,0,26,9.405942,6.632705,6.632705,1.000000,0.941538,-1,-1,-1,-1,-1,0.145751
250,86,0,3886,45.186047,0.000000,30.000000,-1,40.025476,40.025476,-1,5,0,442,2,0,148,108,0,73,8.614186,6.347054,6.347054,1.000000,0.908255,-1,-1,-1,-1,-1,0.140465
260,84,0,3827,45.559524,0.000000,30.000000,-1,40.034230,40.034230,-1,5,0,325,2,0,136,93,0,59,8.907619,6.846349,6.846349,1.000000,0.906649,-1,-1,-1,-1,-1,0.150273
270,88,0,4040,45.909091,0.000000,30.000000,-1,40.050495,40.050495,-1,5,0,245,7,0,185,137,0,59,8.017936,6.394943,6.394943,1.000000,0.908367,-1,-1,-1,-1,-1,0.139296
280,81,0,3804,46.962963,0.000000,30.000000,-1,40.024974,40.024974,-1,2,0,433,7,0,156,119,0,21,8.743292,6.380165,6.380165,1.000000,0.939532,-1,-1,-1,-1,-1,0.135855
290,89,0,4047,45.471910,0.000000,30.000000,-1,40.002224,40.002224,-1,5,0,458,4,0,161,156,0,64,8.674457,6.306816,6.306816,1.000000,0.904338,-1,-1,-1,-1,-1,0.138697
300,90,0,4012,44.577778,0.000000,30.000000,-1,40.011964,40.011964,-1,6,0,406,7,0,173,173,0,66,8.298185,5.924037,5.924037,1.000000,0.892195,-1,-1,-1,-1,-1,0.132892
310,91,0,4078,44.813187,0.000000,30.000000,-1,39.996322,39.996322,-1,6,0,318,5,0,158,154,0,76,7.743480,5.956154,5.956154,1.000000,0.893219,-1,-1,-1,-1,-1,0.132911
320,91,0,4344,47.736264,0.000000,30.000000,-1,39.955801,39.955801,-1,1,0,343,6,0,143,140,0,15,8.399597,6.527143,6.527143,1.000000,0.955940,-1,-1,-1,-1,-1,0.136733
330,84,0,3875,46.130952,0.000000,30.000000,-1,39.924903,39.924903,-1,3,0,365,5,0,143,194,0,28,8.573373,6.267897,6.267897,1.000000,0.925096,-1,-1,-1,-1,-1,0.135872
340,87,0,4023,46.241379,0.000000,30.000000,-1,39.955009,39.955009,-1,5,0,257,2,0,151,188,0,56,8.370038,6.879004,6.879004,1.000000,0.911121,-1,-1,-1,-1,-1,0.148763
350,93,0,4222,45.397849,0.000000,30.000000,-1,39.978920,39.978920,-1,5,0,413,3,0,194,164,0,60,8.579677,6.223190,6.223190,1.000000,0.908732,-1,-1,-1,-1,-1,0.137081
360,93,0,4235,45.537634,0.000000,30.000000,-1,39.952066,39.952066,-1,5,0,443,3,0,165,321,0,68,8.666487,6.315591,6.315591,1.000000,0.913144,-1,-1,-1,-1,-1,0.138689
