update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,162,1.620000,0.000000,30.000000,-1,40.006173,40.006173,-1,0,0,62,0,0,0,2,0,0,15.872667,0.160667,0.160667,0.600000,0.966667,-1,-1,-1,-1,-1,0.099177
10,195,0,6382,32.728205,0.000000,30.000000,-1,40.000470,40.000470,-1,1,0,864,0,0,0,345,0,19,8.671120,3.662214,3.662214,0.835897,0.912596,-1,-1,-1,-1,-1,0.111898
20,276,0,11626,42.123188,0.000000,30.000000,-1,39.999570,39.999570,-1,12,0,1388,8,0,368,681,0,144,6.219348,3.889348,3.889348,0.960145,0.930897,-1,-1,-1,-1,-1,0.092333
30,313,0,13823,44.162939,0.000000,30.000000,-1,39.997830,39.997830,-1,18,0,1286,17,0,467,1343,0,240,5.374732,3.994810,3.994810,0.996805,0.931044,-1,-1,-1,-1,-1,0.090456
40,362,0,16179,44.693370,0.000000,30.000000,-1,39.998146,39.998146,-1,18,0,1764,13,0,602,1135,0,221,5.307155,3.866878,3.866878,0.997238,0.937760,-1,-1,-1,-1,-1,0.086520
50,361,0,16668,46.171745,0.000000,30.000000,-1,39.992741,39.992741,-1,14,0,1536,16,0,631,1280,0,190,5.095779,3.896571,3.896571,1.000000,0.947944,-1,-1,-1,-1,-1,0.084393
60,383,0,17416,45.472585,0.000000,30.000000,-1,39.996325,39.996325,-1,19,0,1560,14,0,680,1380,0,249,5.151365,3.971847,3.971847,1.000000,0.934728,-1,-1,-1,-1,-1,0.087346
70,389,0,17706,45.516710,0.000000,30.000000,-1,39.997741,39.997741,-1,23,0,1224,14,0,657,1545,0,309,5.027928,4.040828,4.040828,1.000000,0.924879,-1,-1,-1,-1,-1,0.088777
80,402,0,18558,46.164179,0.000000,30.000000,-1,40.007113,40.007113,-1,16,0,1649,16,0,704,1499,0,203,4.776583,3.707189,3.707189,1.000000,0.944468,-1,-1,-1,-1,-1,0.080304
90,411,0,18841,45.841849,0.000000,30.000000,-1,40.004034,40.004034,-1,17,0,1540,17,0,729,1569,0,202,4.825227,3.753848,3.753848,1.000000,0.939385,-1,-1,-1,-1,-1,0.081887
100,404,0,18122,44.856436,0.000000,30.000000,-1,40.001380,40.001380,-1,20,0,1711,25,0,658,1715,0,246,4.760311,3.529882,3.529882,1.000000,0.930358,-1,-1,-1,-1,-1,0.078693
110,401,0,18129,45.209476,0.000000,30.000000,-1,39.990071,39.990071,-1,19,0,1515,13,0,700,1490,0,229,5.099006,3.881994,3.881994,1.000000,0.931455,-1,-1,-1,-1,-1,0.085867
120,416,0,18578,44.658654,0.000000,30.000000,-1,39.986059,39.986059,-1,22,0,1637,17,0,733,1618,0,275,4.931987,3.619868,3.619868,1.000000,0.924974,-1,-1,-1,-1,-1,0.081056
130,398,0,17926,45.040201,0.000000,30.000000,-1,39.979081,39.979081,-1,27,0,1679,22,0,736,1353,0,360,4.908718,3.711766,3.711766,1.000000,0.909423,-1,-1,-1,-1,-1,0.082410
140,408,0,19049,46.688725,0.000000,30.000000,-1,39.975694,39.975694,-1,13,0,1555,9,0,689,1514,0,165,4.770775,3.692344,3.692344,1.000000,0.941838,-1,-1,-1,-1,-1,0.079084
150,432,0,20053,46.418981,0.000000,30.000000,-1,39.969630,39.969630,-1,18,0,1776,16,0,762,1632,0,242,4.878921,3.704412,3.704412,1.000000,0.931344,-1,-1,-1,-1,-1,0.079804
160,420,0,18976,45.180952,0.000000,30.000000,-1,39.957631,39.957631,-1,23,0,1853,36,0,733,1472,0,281,4.758076,3.480359,3.480359,1.000000,0.916973,-1,-1,-1,-1,-1,0.077032
170,410,0,18866,46.014634,0.000000,30.000000,-1,39.965918,39.965918,-1,18,0,1734,21,0,728,1548,0,224,4.816723,3.567830,3.567830,1.000000,0.926305,-1,-1,-1,-1,-1,0.077537
180,428,0,19264,45.009346,0.000000,30.000000,-1,39.960133,39.960133,-1,25,0,1590,14,0,765,1748,0,320,4.745334,3.602185,3.602185,1.000000,0.911255,-1,-1,-1,-1,-1,0.080032
190,410,0,18068,44.068293,0.000000,30.000000,-1,39.968342,39.968342,-1,30,0,1721,28,0,681,1760,0,371,4.944488,3.581761,3.581761,1.000000,0.895816,-1,-1,-1,-1,-1,0.081278
200,417,0,19093,45.786571,0.000000,30.000000,-1,39.970932,39.970932,-1,22,0,1680,20,0,742,1496,0,269,4.824333,3.696850,3.696850,1.000000,0.913311,-1,-1,-1,-1,-1,0.080741
210,418,0,19148,45.808612,0.000000,30.000000,-1,39.962189,39.962189,-1,13,0,1616,15,0,777,1605,0,168,4.810944,3.524781,3.524781,1.000000,0.934923,-1,-1,-1,-1,-1,0.076946
220,388,0,17982,46.345361,0.000000,30.000000,-1,39.965187,39.965187,-1,14,0,1532,14,0,745,1349,0,179,5.064870,3.796691,3.796691,1.000000,0.931445,-1,-1,-1,-1,-1,0.081922
230,392,0,17936,45.755102,0.000000,30.000000,-1,39.983664,39.983664,-1,16,0,1358,19,0,696,1425,0,219,5.033531,3.788445,3.788445,1.000000,0.924473,-1,-1,-1,-1,-1,0.082798
240,386,0,17754,45.994819,0.000000,30.000000,-1,39.982314,39.982314,-1,16,0,1595,20,0,663,1451,0,203,5.233070,3.823061,3.823061,1.000000,0.923477,-1,-1,-1,-1,-1,0.083119
250,404,0,18411,45.571782,0.000000,30.000000,-1,39.989626,39.989626,-1,17,0,1503,16,0,708,1839,0,206,4.892740,3.590876,3.590876,1.000000,0.922179,-1,-1,-1,-1,-1,0.078796
260,419,0,19244,45.928401,0.000000,30.000000,-1,39.982020,39.982020,-1,18,0,1591,12,0,766,1704,0,226,4.706611,3.541030,3.541030,1.000000,0.921833,-1,-1,-1,-1,-1,0.077099
270,424,0,19314,45.551887,0.000000,30.000000,-1,39.986021,39.986021,-1,23,0,1823,16,0,725,1497,0,289,4.854445,3.522015,3.522015,1.000000,0.907846,-1,-1,-1,-1,-1,0.077319
280,418,0,18894,45.200957,0.000000,30.000000,-1,39.972372,39.972372,-1,25,0,1437,18,0,710,1626,0,344,4.950743,3.743037,3.743037,1.000000,0.901699,-1,-1,-1,-1,-1,0.082809
290,408,0,18743,45.938725,0.000000,30.000000,-1,39.966548,39.966548,-1,20,0,1754,21,0,746,1661,0,254,5.065989,3.686462,3.686462,1.000000,0.913406,-1,-1,-1,-1,-1,0.080247
300,411,0,19046,46.340633,0.000000,30.000000,-1,39.959729,39.959729,-1,20,0,1664,20,0,733,1679,0,228,4.833661,3.648902,3.648902,1.000000,0.912793,-1,-1,-1,-1,-1,0.078741
310,401,0,18167,45.304239,0.000000,30.000000,-1,39.981670,39.981670,-1,20,0,1836,22,0,709,1424,0,242,5.145121,3.645818,3.645818,1.000000,0.908977,-1,-1,-1,-1,-1,0.080474
320,414,0,18732,45.246377,0.000000,30.000000,-1,39.973681,39.973681,-1,22,0,1688,18,0,700,1794,0,305,4.915138,3.510098,3.510098,1.000000,0.906939,-1,-1,-1,-1,-1,0.077577
330,412,0,18705,45.400485,0.000000,30.000000,-1,39.967870,39.967870,-1,19,0,1799,26,0,755,1431,0,249,4.944428,3.545054,3.545054,1.000000,0.913463,-1,-1,-1,-1,-1,0.078084
340,407,0,18569,45.624079,0.000000,30.000000,-1,39.978566,39.978566,-1,22,0,1576,16,0,699,1661,0,270,4.975425,3.775657,3.775657,1.000000,0.906108,-1,-1,-1,-1,-1,0.082756
350,409,0,18769,45.889976,0.000000,30.000000,-1,39.991529,39.991529,-1,16,0,1396,19,0,672,1663,0,205,4.706875,3.571738,3.571738,1.000000,0.921258,-1,-1,-1,-1,-1,0.077833
360,398,0,18364,46.140704,0.000000,30.000000,-1,39.982956,39.982956,-1,11,0,1537,17,0,738,1897,0,145,5.026862,3.718173,3.718173,1.000000,0.932437,-1,-1,-1,-1,-1,0.080583
370,403,0,18729,46.473945,0.000000,30.000000,-1,39.993059,39.993059,-1,13,0,1671,19,0,705,1234,0,151,4.884741,3.616500,3.616500,1.000000,0.927184,-1,-1,-1,-1,-1,0.077818
380,405,0,18155,44.827160,0.000000,30.000000,-1,40.007656,40.007656,-1,23,0,1862,19,0,669,1460,0,288,4.813226,3.473899,3.473899,1.000000,0.902036,-1,-1,-1,-1,-1,0.077495
390,407,0,18433,45.289926,0.000000,30.000000,-1,40.000380,40.000380,-1,19,0,1650,18,0,674,1362,0,260,4.803112,3.467158,3.467158,1.000000,0.910962,-1,-1,-1,-1,-1,0.076555
400,393,0,17916,45.587786,0.000000,30.000000,-1,40.000447,40.000447,-1,16,0,1643,25,0,586,1394,0,194,4.940598,3.568550,3.568550,1.000000,0.916821,-1,-1,-1,-1,-1,0.078279
410,387,0,18063,46.674419,0.000000,30.000000,-1,39.994575,39.994575,-1,9,0,1678,16,0,714,1310,0,115,5.055394,3.664982,3.664982,1.000000,0.932629,-1,-1,-1,-1,-1,0.078522
420,390,0,18106,46.425641,0.000000,30.000000,-1,39.997128,39.997128,-1,11,0,1661,18,0,703,1662,0,150,5.009085,3.602026,3.602026,1.000000,0.925852,-1,-1,-1,-1,-1,0.077587
430,402,0,18427,45.838308,0.000000,30.000000,-1,39.986759,39.986759,-1,19,0,1585,13,0,708,1552,0,256,5.189559,3.830342,3.830342,1.000000,0.907254,-1,-1,-1,-1,-1,0.083562
440,407,0,18569,45.624079,0.000000,30.000000,-1,39.970381,39.970381,-1,18,0,1926,15,0,695,1429,0,257,5.045406,3.478871,3.478871,1.000000,0.906814,-1,-1,-1,-1,-1,0.076251
450,408,0,18428,45.166667,0.000000,30.000000,-1,39.973139,39.973139,-1,23,0,1617,24,0,690,1702,0,294,5.016489,3.641307,3.641307,1.000000,0.895486,-1,-1,-1,-1,-1,0.080619
460,393,0,17653,44.918575,0.000000,30.000000,-1,39.978644,39.978644,-1,25,0,1511,21,0,683,1418,0,325,4.854420,3.519626,3.519626,1.000000,0.885196,-1,-1,-1,-1,-1,0.078356
470,397,0,18103,45.599496,0.000000,30.000000,-1,39.986411,39.986411,-1,18,0,1808,19,0,700,1386,0,240,5.222081,3.712548,3.712548,1.000000,0.902930,-1,-1,-1,-1,-1,0.081416
