update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,167,1.670000,0.000000,30.000000,-1,40.000000,40.000000,-1,0,0,67,0,0,0,2,0,0,16.533667,0.166333,0.166333,0.700000,0.942857,-1,-1,-1,-1,-1,0.099601
10,195,0,6810,34.923077,0.000000,30.000000,-1,40.000294,40.000294,-1,5,0,1024,0,0,0,509,0,53,8.282154,3.406735,3.406735,0.841026,0.949343,-1,-1,-1,-1,-1,0.097550
20,278,0,12143,43.679856,0.000000,30.000000,-1,40.004282,40.004282,-1,16,0,1399,12,0,407,1032,0,188,5.787940,4.116137,4.116137,0.996403,0.932454,-1,-1,-1,-1,-1,0.094234
30,312,0,13841,44.362179,0.000000,30.000000,-1,40.006286,40.006286,-1,18,0,1296,12,0,487,1006,0,209,5.435829,4.106906,4.106906,1.000000,0.929235,-1,-1,-1,-1,-1,0.092577
40,345,0,16080,46.608696,0.000000,30.000000,-1,40.006841,40.006841,-1,12,0,1435,13,0,559,1315,0,140,5.484197,4.169840,4.169840,1.000000,0.950327,-1,-1,-1,-1,-1,0.089465
50,368,0,16685,45.339674,0.000000,30.000000,-1,40.004135,40.004135,-1,20,0,1482,18,0,676,1578,0,245,5.210436,3.988969,3.988969,1.000000,0.929738,-1,-1,-1,-1,-1,0.087980
60,378,0,17280,45.714286,0.000000,30.000000,-1,40.011053,40.011053,-1,15,0,1806,18,0,631,1192,0,186,5.295405,3.900488,3.900488,1.000000,0.945113,-1,-1,-1,-1,-1,0.085323
70,396,0,17984,45.414141,0.000000,30.000000,-1,40.005672,40.005672,-1,19,0,1689,13,0,656,1694,0,231,4.944257,3.701666,3.701666,1.000000,0.933879,-1,-1,-1,-1,-1,0.081509
80,399,0,18262,45.769424,0.000000,30.000000,-1,40.007283,40.007283,-1,19,0,1633,18,0,635,1667,0,211,4.735250,3.586268,3.586268,1.000000,0.932951,-1,-1,-1,-1,-1,0.078355
90,417,0,19091,45.781775,0.000000,30.000000,-1,40.008381,40.008381,-1,16,0,1791,20,0,776,1838,0,203,4.834703,3.572286,3.572286,1.000000,0.940554,-1,-1,-1,-1,-1,0.078029
100,437,0,19789,45.283753,0.000000,30.000000,-1,39.994896,39.994896,-1,26,0,1811,21,0,729,1438,0,323,4.823501,3.544175,3.544175,1.000000,0.916690,-1,-1,-1,-1,-1,0.078266
110,413,0,19208,46.508475,0.000000,30.000000,-1,39.987141,39.987141,-1,14,0,1634,23,0,728,1752,0,196,4.726303,3.600458,3.600458,1.000000,0.940457,-1,-1,-1,-1,-1,0.077415
120,412,0,19011,46.143204,0.000000,30.000000,-1,39.990321,39.990321,-1,15,0,1794,13,0,696,1398,0,191,4.949690,3.676523,3.676523,1.000000,0.937831,-1,-1,-1,-1,-1,0.079676
