update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,154,1.540000,0.000000,30.000000,-1,39.993506,39.993506,-1,0,0,54,0,0,0,5,0,0,15.051667,0.148333,0.148333,0.650000,0.969231,-1,-1,-1,-1,-1,0.096320
10,175,0,5327,30.440000,0.000000,30.000000,-1,40.009198,40.009198,-1,6,0,901,0,0,0,368,0,64,8.726274,2.965154,2.965154,0.765714,0.873210,-1,-1,-1,-1,-1,0.097410
20,183,0,7550,41.256831,0.000000,30.000000,-1,40.004238,40.004238,-1,6,0,645,8,0,282,453,0,79,7.605322,5.032200,5.032200,0.912568,0.918670,-1,-1,-1,-1,-1,0.121973
30,150,0,6669,44.460000,0.000000,30.000000,-1,40.012296,40.012296,-1,5,0,652,16,0,222,315,0,72,8.057689,5.620089,5.620089,0.973333,0.926688,-1,-1,-1,-1,-1,0.126408
40,132,0,6121,46.371212,0.000000,30.000000,-1,40.013560,40.013560,-1,1,0,653,5,0,257,231,0,14,8.484129,6.124457,6.124457,1.000000,0.977437,-1,-1,-1,-1,-1,0.132075
50,121,0,5741,47.446281,0.000000,30.000000,-1,40.016025,40.016025,-1,3,0,354,7,0,217,203,0,44,7.785978,6.566639,6.566639,1.000000,0.962017,-1,-1,-1,-1,-1,0.138402
60,119,0,5583,46.915966,0.000000,30.000000,-1,40.014150,40.014150,-1,6,0,469,1,0,231,249,0,85,8.114930,6.646975,6.646975,1.000000,0.935593,-1,-1,-1,-1,-1,0.141678
70,105,0,4911,46.771429,0.000000,30.000000,-1,40.014254,40.014254,-1,2,0,476,6,0,211,163,0,32,8.886095,6.621841,6.621841,1.000000,0.962517,-1,-1,-1,-1,-1,0.141579
80,101,0,4339,42.960396,0.000000,30.000000,-1,40.025121,40.025121,-1,11,0,327,6,0,191,323,0,147,7.307129,5.910693,5.910693,1.000000,0.875619,-1,-1,-1,-1,-1,0.137585
90,93,0,4454,47.892473,0.000000,30.000000,-1,40.028289,40.028289,-1,2,0,335,3,0,172,121,0,13,8.393405,6.911254,6.911254,1.000000,0.961409,-1,-1,-1,-1,-1,0.144308
100,90,0,4121,45.788889,0.000000,30.000000,-1,40.027178,40.027178,-1,2,0,399,3,0,158,178,0,23,7.878481,5.899296,5.899296,1.000000,0.957426,-1,-1,-1,-1,-1,0.128837
110,85,0,3725,43.823529,0.000000,30.000000,-1,40.032752,40.032752,-1,7,0,416,4,0,134,198,0,85,8.071843,6.202667,6.202667,1.000000,0.895866,-1,-1,-1,-1,-1,0.141537
120,74,0,3456,46.702703,0.000000,30.000000,-1,40.018519,40.018519,-1,1,0,283,7,0,123,117,0,11,8.907432,6.858333,6.858333,1.000000,0.963659,-1,-1,-1,-1,-1,0.146851
130,82,0,3771,45.987805,0.000000,30.000000,-1,40.038451,40.038451,-1,3,0,292,5,0,157,217,0,36,8.650122,6.797033,6.797033,1.000000,0.940805,-1,-1,-1,-1,-1,0.147801
140,78,0,3666,47.000000,0.000000,30.000000,-1,40.044735,40.044735,-1,2,0,388,6,0,154,178,0,26,9.240256,7.127265,7.127265,1.000000,0.949998,-1,-1,-1,-1,-1,0.151644
150,86,0,3937,45.779070,0.000000,30.000000,-1,40.044704,40.044704,-1,4,0,346,2,0,142,96,0,47,8.439767,6.443953,6.443953,1.000000,0.925477,-1,-1,-1,-1,-1,0.140762
160,85,0,3977,46.788235,0.000000,30.000000,-1,40.021624,40.021624,-1,1,0,387,2,0,144,33,0,8,8.735588,6.715392,6.715392,1.000000,0.960051,-1,-1,-1,-1,-1,0.143527
170,79,0,3554,44.987342,0.000000,30.000000,-1,39.988464,39.988464,-1,6,0,284,3,0,128,150,0,76,8.059662,6.581688,6.581688,1.000000,0.899886,-1,-1,-1,-1,-1,0.146301
