update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,164,1.640000,0.000000,30.000000,-1,39.987805,39.987805,-1,0,0,64,0,0,0,4,0,0,16.239000,0.161000,0.161000,0.690000,0.971014,-1,-1,-1,-1,-1,0.098171
10,192,0,6975,36.328125,0.000000,30.000000,-1,40.018638,40.018638,-1,6,0,828,0,0,0,344,0,47,8.326155,4.121762,4.121762,0.864583,0.962482,-1,-1,-1,-1,-1,0.113459
20,273,0,11808,43.252747,0.000000,30.000000,-1,40.020156,40.020156,-1,9,0,1139,4,0,416,752,0,114,6.483673,4.406437,4.406437,0.967033,0.949534,-1,-1,-1,-1,-1,0.101876
30,323,0,14723,45.582043,0.000000,30.000000,-1,40.017727,40.017727,-1,14,0,1367,24,0,469,1084,0,174,5.670959,4.307369,4.307369,0.993808,0.939521,-1,-1,-1,-1,-1,0.094497
40,368,0,16762,45.548913,0.000000,30.000000,-1,40.027085,40.027085,-1,25,0,1487,13,0,609,1270,0,313,5.059762,3.938685,3.938685,0.997283,0.920162,-1,-1,-1,-1,-1,0.086472
50,377,0,17295,45.875332,0.000000,30.000000,-1,40.019023,40.019023,-1,18,0,1512,17,0,631,1433,0,219,5.085329,3.855874,3.855874,1.000000,0.938625,-1,-1,-1,-1,-1,0.084051
60,408,0,18458,45.240196,0.000000,30.000000,-1,40.027359,40.027359,-1,21,0,1703,18,0,689,1635,0,254,4.875884,3.669634,3.669634,1.000000,0.934289,-1,-1,-1,-1,-1,0.081114
70,412,0,18718,45.432039,0.000000,30.000000,-1,40.036062,40.036062,-1,26,0,1487,16,0,668,1721,0,300,5.096498,3.983252,3.983252,1.000000,0.919509,-1,-1,-1,-1,-1,0.087675
80,428,0,19296,45.084112,0.000000,30.000000,-1,40.031146,40.031146,-1,26,0,1597,16,0,742,1406,0,317,4.859649,3.690195,3.690195,1.000000,0.920823,-1,-1,-1,-1,-1,0.081851
90,418,0,18638,44.588517,0.000000,30.000000,-1,40.032085,40.032085,-1,24,0,1815,21,0,752,1554,0,296,4.658163,3.406317,3.406317,1.000000,0.920891,-1,-1,-1,-1,-1,0.076394
100,389,0,17831,45.838046,0.000000,30.000000,-1,40.026134,40.026134,-1,14,0,1757,23,0,668,1517,0,177,5.107102,3.739146,3.739146,1.000000,0.941093,-1,-1,-1,-1,-1,0.081573
110,413,0,18822,45.573850,0.000000,30.000000,-1,40.039422,40.039422,-1,21,0,1455,16,0,714,1349,0,277,4.714952,3.618785,3.618785,1.000000,0.922747,-1,-1,-1,-1,-1,0.079405
120,428,0,19534,45.640187,0.000000,30.000000,-1,40.037320,40.037320,-1,24,0,1677,20,0,754,1666,0,302,4.874664,3.752784,3.752784,1.000000,0.918482,-1,-1,-1,-1,-1,0.082225
130,430,0,19465,45.267442,0.000000,30.000000,-1,40.021629,40.021629,-1,28,0,1517,12,0,794,1784,0,343,4.868514,3.810297,3.810297,1.000000,0.907797,-1,-1,-1,-1,-1,0.084173
140,425,0,19325,45.470588,0.000000,30.000000,-1,40.021475,40.021475,-1,29,0,1518,17,0,755,1449,0,365,4.642882,3.578295,3.578295,1.000000,0.904870,-1,-1,-1,-1,-1,0.078695
150,421,0,19585,46.520190,0.000000,30.000000,-1,40.015318,40.015318,-1,14,0,1634,24,0,712,1553,0,168,4.876906,3.748589,3.748589,1.000000,0.936388,-1,-1,-1,-1,-1,0.080580
160,420,0,19107,45.492857,0.000000,30.000000,-1,40.033182,40.033182,-1,18,0,1804,27,0,777,1778,0,212,4.864711,3.519075,3.519075,1.000000,0.926410,-1,-1,-1,-1,-1,0.077354
170,405,0,17941,44.298765,0.000000,30.000000,-1,40.013377,40.013377,-1,26,0,1743,29,0,698,1422,0,312,4.971039,3.595000,3.595000,1.000000,0.904268,-1,-1,-1,-1,-1,0.081154
180,391,0,17961,45.936061,0.000000,30.000000,-1,40.007238,40.007238,-1,17,0,1489,21,0,639,1407,0,216,4.982754,3.793115,3.793115,1.000000,0.925680,-1,-1,-1,-1,-1,0.082574
190,411,0,18172,44.214112,0.000000,30.000000,-1,39.990975,39.990975,-1,31,0,1587,18,0,683,1496,0,380,5.010797,3.789748,3.789748,1.000000,0.890374,-1,-1,-1,-1,-1,0.085714
200,391,0,18296,46.792839,0.000000,30.000000,-1,39.986226,39.986226,-1,13,0,1329,19,0,691,1690,0,156,4.987368,3.834213,3.834213,1.000000,0.931005,-1,-1,-1,-1,-1,0.081940
210,398,0,18391,46.208543,0.000000,30.000000,-1,39.996357,39.996357,-1,15,0,1717,11,0,712,1700,0,197,5.215754,3.836651,3.836651,1.000000,0.926802,-1,-1,-1,-1,-1,0.083029
220,393,0,17866,45.460560,0.000000,30.000000,-1,40.005038,40.005038,-1,22,0,1508,13,0,652,1467,0,280,5.141221,3.839271,3.839271,1.000000,0.907704,-1,-1,-1,-1,-1,0.084453
230,414,0,18940,45.748792,0.000000,30.000000,-1,39.997466,39.997466,-1,15,0,1832,21,0,742,1438,0,176,4.925105,3.510367,3.510367,1.000000,0.924957,-1,-1,-1,-1,-1,0.076731
240,420,0,18816,44.800000,0.000000,30.000000,-1,39.982834,39.982834,-1,26,0,1954,15,0,786,1669,0,335,4.961260,3.527742,3.527742,1.000000,0.899546,-1,-1,-1,-1,-1,0.078744
250,410,0,18421,44.929268,0.000000,30.000000,-1,39.983877,39.983877,-1,25,0,1581,21,0,740,1470,0,327,4.871354,3.536544,3.536544,1.000000,0.898917,-1,-1,-1,-1,-1,0.078714
260,409,0,18728,45.789731,0.000000,30.000000,-1,39.986117,39.986117,-1,19,0,1813,21,0,763,1474,0,263,4.944079,3.569951,3.569951,1.000000,0.911239,-1,-1,-1,-1,-1,0.077964
270,403,0,18311,45.436725,0.000000,30.000000,-1,39.983616,39.983616,-1,22,0,1604,21,0,656,1497,0,280,4.793969,3.544327,3.544327,1.000000,0.903610,-1,-1,-1,-1,-1,0.078006
280,395,0,18276,46.268354,0.000000,30.000000,-1,39.973736,39.973736,-1,15,0,1720,16,0,698,1200,0,204,5.080396,3.637988,3.637988,1.000000,0.919213,-1,-1,-1,-1,-1,0.078628
290,399,0,18176,45.553885,0.000000,30.000000,-1,39.951750,39.951750,-1,23,0,1758,29,0,640,1411,0,288,5.057023,3.680654,3.680654,1.000000,0.899405,-1,-1,-1,-1,-1,0.080798
300,410,0,19134,46.668293,0.000000,30.000000,-1,39.944497,39.944497,-1,12,0,1782,24,0,709,1330,0,157,4.806259,3.449955,3.449955,1.000000,0.925900,-1,-1,-1,-1,-1,0.073925
310,411,0,18990,46.204380,0.000000,30.000000,-1,39.965034,39.965034,-1,14,0,1578,22,0,745,1266,0,184,5.016431,3.681634,3.681634,1.000000,0.921309,-1,-1,-1,-1,-1,0.079681
320,431,0,19599,45.473318,0.000000,30.000000,-1,39.978468,39.978468,-1,21,0,1854,13,0,718,1805,0,254,4.971867,3.514820,3.514820,1.000000,0.904686,-1,-1,-1,-1,-1,0.077294
330,432,0,19151,44.331019,0.000000,30.000000,-1,39.998120,39.998120,-1,30,0,1606,22,0,739,1504,0,377,4.843764,3.563533,3.563533,1.000000,0.885252,-1,-1,-1,-1,-1,0.080385
