update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,170,1.700000,0.000000,30.000000,-1,40.000000,40.000000,-1,0,0,70,0,0,0,8,0,0,16.332667,0.167333,0.167333,0.650000,1.000000,-1,-1,-1,-1,-1,0.098431
10,194,0,6387,32.922680,0.000000,30.000000,-1,40.008142,40.008142,-1,5,0,653,0,0,0,290,0,68,8.668309,3.816227,3.816227,0.809278,0.894557,-1,-1,-1,-1,-1,0.115915
20,281,0,11983,42.644128,0.000000,30.000000,-1,40.011934,40.011934,-1,11,0,1274,9,0,341,890,0,123,6.212897,4.133485,4.133485,0.957295,0.941636,-1,-1,-1,-1,-1,0.096930
30,315,0,13946,44.273016,0.000000,30.000000,-1,40.013696,40.013696,-1,16,0,1234,9,0,455,1114,0,199,5.749402,4.286577,4.286577,0.993651,0.936946,-1,-1,-1,-1,-1,0.096821
40,355,0,16031,45.157746,0.000000,30.000000,-1,40.014846,40.014846,-1,20,0,1390,10,0,610,1344,0,270,5.188072,3.959346,3.959346,1.000000,0.929190,-1,-1,-1,-1,-1,0.087678
50,382,0,17401,45.552356,0.000000,30.000000,-1,40.006379,40.006379,-1,23,0,1411,17,0,662,1462,0,303,4.844084,3.872445,3.872445,1.000000,0.922827,-1,-1,-1,-1,-1,0.085011
60,396,0,17728,44.767677,0.000000,30.000000,-1,40.009025,40.009025,-1,25,0,1318,16,0,671,1631,0,300,4.775844,3.717181,3.717181,1.000000,0.917274,-1,-1,-1,-1,-1,0.083033
70,407,0,18644,45.808354,0.000000,30.000000,-1,40.005685,40.005685,-1,17,0,1625,25,0,747,1642,0,214,4.840352,3.663333,3.663333,1.000000,0.936213,-1,-1,-1,-1,-1,0.079971
80,412,0,18707,45.405340,0.000000,30.000000,-1,39.999840,39.999840,-1,21,0,1766,20,0,691,1770,0,267,5.116502,3.822645,3.822645,1.000000,0.925990,-1,-1,-1,-1,-1,0.084189
90,414,0,18599,44.925121,0.000000,30.000000,-1,39.999516,39.999516,-1,21,0,1607,14,0,727,1488,0,269,4.670248,3.447764,3.447764,1.000000,0.925414,-1,-1,-1,-1,-1,0.076745
100,425,0,18993,44.689412,0.000000,30.000000,-1,39.986679,39.986679,-1,21,0,1701,17,0,709,1752,0,262,4.919801,3.623168,3.623168,1.000000,0.925546,-1,-1,-1,-1,-1,0.081074
110,409,0,18546,45.344743,0.000000,30.000000,-1,39.975952,39.975952,-1,18,0,1739,30,0,725,1608,0,249,4.777116,3.414873,3.414873,1.000000,0.926340,-1,-1,-1,-1,-1,0.075309
120,402,0,18319,45.569652,0.000000,30.000000,-1,39.972269,39.972269,-1,21,0,1511,26,0,659,1550,0,261,5.043597,3.853939,3.853939,1.000000,0.918598,-1,-1,-1,-1,-1,0.084572
130,407,0,18354,45.095823,0.000000,30.000000,-1,39.956195,39.956195,-1,18,0,1751,12,0,725,1463,0,266,4.816921,3.562569,3.562569,1.000000,0.926673,-1,-1,-1,-1,-1,0.079000
140,400,0,18144,45.360000,0.000000,30.000000,-1,39.962357,39.962357,-1,17,0,1684,22,0,683,1359,0,206,4.940481,3.637852,3.637852,1.000000,0.928559,-1,-1,-1,-1,-1,0.080200
150,417,0,18732,44.920863,0.000000,30.000000,-1,39.959001,39.959001,-1,24,0,1698,28,0,752,1331,0,282,4.774261,3.519104,3.519104,1.000000,0.911906,-1,-1,-1,-1,-1,0.078340
160,405,0,18448,45.550617,0.000000,30.000000,-1,39.975228,39.975228,-1,21,0,1473,16,0,730,1342,0,274,5.023634,3.762021,3.762021,1.000000,0.917317,-1,-1,-1,-1,-1,0.082590
170,393,0,18071,45.982188,0.000000,30.000000,-1,39.985723,39.985723,-1,17,0,1601,16,0,687,1254,0,227,5.020922,3.802657,3.802657,1.000000,0.923369,-1,-1,-1,-1,-1,0.082698
180,376,0,16862,44.845745,0.000000,30.000000,-1,39.986953,39.986953,-1,24,0,1460,26,0,650,1406,0,319,4.772939,3.533925,3.533925,1.000000,0.903468,-1,-1,-1,-1,-1,0.078802
190,393,0,17772,45.221374,0.000000,30.000000,-1,39.991897,39.991897,-1,18,0,1772,21,0,675,1425,0,219,5.183789,3.686440,3.686440,1.000000,0.919253,-1,-1,-1,-1,-1,0.081520
200,410,0,18318,44.678049,0.000000,30.000000,-1,39.988536,39.988536,-1,26,0,1737,20,0,684,1482,0,313,4.916742,3.598589,3.598589,1.000000,0.901203,-1,-1,-1,-1,-1,0.080545
210,408,0,18794,46.063725,0.000000,30.000000,-1,39.999894,39.999894,-1,15,0,1805,17,0,693,1637,0,169,5.020297,3.622327,3.622327,1.000000,0.927138,-1,-1,-1,-1,-1,0.078637
220,400,0,18132,45.330000,0.000000,30.000000,-1,40.008934,40.008934,-1,14,0,1668,28,0,627,1661,0,170,5.079640,3.641015,3.641015,1.000000,0.928795,-1,-1,-1,-1,-1,0.080322
230,430,0,18908,43.972093,0.000000,30.000000,-1,40.003596,40.003596,-1,26,0,1945,14,0,716,1390,0,346,4.795917,3.366874,3.366874,1.000000,0.901226,-1,-1,-1,-1,-1,0.076568
240,424,0,18674,44.042453,0.000000,30.000000,-1,40.013013,40.013013,-1,32,0,1674,15,0,735,1569,0,379,4.917807,3.570064,3.570064,1.000000,0.887404,-1,-1,-1,-1,-1,0.081060
250,404,0,18901,46.784653,0.000000,30.000000,-1,39.999683,39.999683,-1,15,0,1442,18,0,647,1348,0,185,4.932245,3.764596,3.764596,1.000000,0.926821,-1,-1,-1,-1,-1,0.080466
260,409,0,18900,46.210269,0.000000,30.000000,-1,40.006296,40.006296,-1,11,0,1760,21,0,767,1762,0,116,5.016823,3.580336,3.580336,1.000000,0.933720,-1,-1,-1,-1,-1,0.077479
270,403,0,18464,45.816377,0.000000,30.000000,-1,40.019877,40.019877,-1,20,0,1597,18,0,723,1467,0,253,4.771193,3.587664,3.587664,1.000000,0.910802,-1,-1,-1,-1,-1,0.078305
280,418,0,18990,45.430622,0.000000,30.000000,-1,40.015903,40.015903,-1,21,0,1787,20,0,690,1597,0,267,4.964830,3.622547,3.622547,1.000000,0.909673,-1,-1,-1,-1,-1,0.079738
290,429,0,19591,45.666667,0.000000,30.000000,-1,40.004237,40.004237,-1,18,0,1813,24,0,682,1793,0,239,4.771911,3.426723,3.426723,1.000000,0.915751,-1,-1,-1,-1,-1,0.075038
300,405,0,18609,45.948148,0.000000,30.000000,-1,40.005374,40.005374,-1,16,0,1560,26,0,729,1853,0,205,5.032682,3.713409,3.713409,1.000000,0.916662,-1,-1,-1,-1,-1,0.080817
310,403,0,18505,45.918114,0.000000,30.000000,-1,40.022318,40.022318,-1,17,0,1797,15,0,749,1543,0,225,4.838720,3.429389,3.429389,1.000000,0.912155,-1,-1,-1,-1,-1,0.074685
320,411,0,18525,45.072993,0.000000,30.000000,-1,40.021215,40.021215,-1,21,0,1818,20,0,675,1586,0,261,4.802829,3.452761,3.452761,1.000000,0.902688,-1,-1,-1,-1,-1,0.076604
330,400,0,18041,45.102500,0.000000,30.000000,-1,40.033368,40.033368,-1,19,0,1591,20,0,687,1413,0,237,5.059278,3.559888,3.559888,1.000000,0.904727,-1,-1,-1,-1,-1,0.078929
340,398,0,17672,44.402010,0.000000,30.000000,-1,40.045269,40.045269,-1,27,0,1431,17,0,690,1350,0,325,5.258804,3.845049,3.845049,1.000000,0.888139,-1,-1,-1,-1,-1,0.086596
350,403,0,18687,46.369727,0.000000,30.000000,-1,40.053192,40.053192,-1,18,0,1469,20,0,700,1765,0,232,4.877098,3.631586,3.631586,1.000000,0.908624,-1,-1,-1,-1,-1,0.078318
360,410,0,18679,45.558537,0.000000,30.000000,-1,40.046309,40.046309,-1,19,0,1766,18,0,723,1484,0,259,5.187176,3.738027,3.738027,1.000000,0.903797,-1,-1,-1,-1,-1,0.082049
370,414,0,19152,46.260870,0.000000,30.000000,-1,40.052057,40.052057,-1,15,0,1590,16,0,721,1699,0,183,5.036661,3.677969,3.677969,1.000000,0.915644,-1,-1,-1,-1,-1,0.079505
380,406,0,18430,45.394089,0.000000,30.000000,-1,40.053608,40.053608,-1,20,0,1502,19,0,681,1889,0,257,5.065379,3.635770,3.635770,1.000000,0.898478,-1,-1,-1,-1,-1,0.080093
390,399,0,18677,46.809524,0.000000,30.000000,-1,40.040852,40.040852,-1,12,0,1555,20,0,698,1464,0,143,4.926449,3.642712,3.642712,1.000000,0.916370,-1,-1,-1,-1,-1,0.077820
