update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,169,1.690000,0.000000,30.000000,-1,40.005917,40.005917,-1,0,0,69,0,0,0,6,0,0,16.399000,0.167667,0.167667,0.660000,0.848485,-1,-1,-1,-1,-1,0.099211
10,179,0,5275,29.469274,0.000000,30.000000,-1,40.007014,40.007014,-1,9,0,828,0,0,0,293,0,97,8.909739,2.872384,2.872384,0.765363,0.911690,-1,-1,-1,-1,-1,0.097470
20,183,0,7857,42.934426,0.000000,30.000000,-1,40.007000,40.007000,-1,5,0,565,9,0,297,534,0,51,7.342062,4.985807,4.985807,0.956284,0.903967,-1,-1,-1,-1,-1,0.116126
30,148,0,6549,44.250000,0.000000,30.000000,-1,40.010078,40.010078,-1,5,0,660,14,0,254,404,0,41,7.384234,5.192342,5.192342,0.959459,0.966995,-1,-1,-1,-1,-1,0.117341
40,124,0,5483,44.217742,0.000000,30.000000,-1,40.013679,40.013679,-1,7,0,430,12,0,219,317,0,86,7.944731,6.302581,6.302581,0.983871,0.933077,-1,-1,-1,-1,-1,0.142535
50,105,0,4851,46.200000,0.000000,30.000000,-1,40.009689,40.009689,-1,1,0,435,10,0,197,157,0,14,8.200889,6.164190,6.164190,0.961905,0.975813,-1,-1,-1,-1,-1,0.133424
60,96,0,4267,44.447917,0.000000,30.000000,-1,40.014999,40.014999,-1,7,0,348,4,0,159,176,0,97,8.202743,6.519479,6.519479,1.000000,0.912918,-1,-1,-1,-1,-1,0.146677
70,97,0,4282,44.144330,0.000000,30.000000,-1,40.020785,40.020785,-1,6,0,397,6,0,193,109,0,72,8.098419,6.128385,6.128385,1.000000,0.920810,-1,-1,-1,-1,-1,0.138826
80,93,0,4283,46.053763,0.000000,30.000000,-1,40.033154,40.033154,-1,4,0,230,7,0,153,239,0,46,7.828853,6.543907,6.543907,1.000000,0.942933,-1,-1,-1,-1,-1,0.142093
90,95,0,4486,47.221053,0.000000,30.000000,-1,40.043691,40.043691,-1,2,0,350,2,0,174,195,0,20,8.175368,6.666737,6.666737,1.000000,0.962232,-1,-1,-1,-1,-1,0.141181
