update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,167,1.670000,0.000000,30.000000,-1,40.000000,40.000000,-1,0,0,67,0,0,0,2,0,0,16.533667,0.166333,0.166333,0.700000,0.942857,-1,-1,-1,-1,-1,0.099601
10,184,0,5786,31.445652,0.000000,30.000000,-1,39.999654,39.999654,-1,10,0,1121,0,0,0,342,0,110,8.146616,2.980196,2.980196,0.853261,0.927059,-1,-1,-1,-1,-1,0.094773
20,173,0,7567,43.739884,0.000000,30.000000,-1,40.004097,40.004097,-1,6,0,410,7,0,309,537,0,94,7.854299,5.696761,5.696761,0.924855,0.952923,-1,-1,-1,-1,-1,0.130242
30,166,0,7576,45.638554,0.000000,30.000000,-1,40.003432,40.003432,-1,2,0,623,6,0,252,498,0,28,7.847450,5.684679,5.684679,0.969880,0.964090,-1,-1,-1,-1,-1,0.124559
40,145,0,6388,44.055172,0.000000,30.000000,-1,39.988885,39.988885,-1,7,0,672,5,0,286,387,0,86,7.313347,5.217687,5.217687,0.979310,0.929902,-1,-1,-1,-1,-1,0.118435
50,125,0,5720,45.760000,0.000000,30.000000,-1,40.007692,40.007692,-1,5,0,327,9,0,213,277,0,68,7.851947,6.614720,6.614720,0.984000,0.947946,-1,-1,-1,-1,-1,0.144552
60,104,0,4967,47.759615,0.000000,30.000000,-1,39.996175,39.996175,-1,1,0,365,4,0,207,188,0,11,7.875865,6.290801,6.290801,0.980769,0.977448,-1,-1,-1,-1,-1,0.131718
70,99,0,4455,45.000000,0.000000,30.000000,-1,40.012570,40.012570,-1,6,0,491,3,0,196,230,0,67,8.070370,6.087879,6.087879,1.000000,0.926999,-1,-1,-1,-1,-1,0.135286
80,90,0,4002,44.466667,0.000000,30.000000,-1,40.020240,40.020240,-1,7,0,378,4,0,179,159,0,92,8.692370,6.863185,6.863185,1.000000,0.907943,-1,-1,-1,-1,-1,0.154344
90,91,0,4373,48.054945,0.000000,30.000000,-1,40.010519,40.010519,-1,2,0,324,6,0,126,158,0,35,8.349245,6.793612,6.793612,1.000000,0.962367,-1,-1,-1,-1,-1,0.141372
100,90,0,4137,45.966667,0.000000,30.000000,-1,39.998066,39.998066,-1,2,0,465,1,0,161,283,0,26,8.639667,6.323296,6.323296,1.000000,0.958637,-1,-1,-1,-1,-1,0.137563
110,81,0,3653,45.098765,0.000000,30.000000,-1,40.017520,40.017520,-1,3,0,437,7,0,148,157,0,41,9.010823,6.380123,6.380123,1.000000,0.943091,-1,-1,-1,-1,-1,0.141470
120,77,0,3447,44.766234,0.000000,30.000000,-1,40.016826,40.016826,-1,5,0,327,5,0,141,193,0,58,8.184459,6.317706,6.317706,1.000000,0.918777,-1,-1,-1,-1,-1,0.141127
130,69,0,3246,47.043478,0.000000,30.000000,-1,40.004621,40.004621,-1,3,0,194,2,0,100,105,0,29,8.527585,7.172899,7.172899,1.000000,0.933921,-1,-1,-1,-1,-1,0.152474
140,80,0,3776,47.200000,0.000000,30.000000,-1,40.024894,40.024894,-1,4,0,328,2,0,140,136,0,52,8.329625,6.753708,6.753708,1.000000,0.926890,-1,-1,-1,-1,-1,0.143087
150,75,0,3433,45.773333,0.000000,30.000000,-1,40.048937,40.048937,-1,3,0,469,3,0,145,212,0,38,8.463644,6.025244,6.025244,1.000000,0.930180,-1,-1,-1,-1,-1,0.131632
160,75,0,3372,44.960000,0.000000,30.000000,-1,40.051305,40.051305,-1,5,0,272,4,0,128,168,0,56,7.831778,6.261556,6.261556,1.000000,0.913080,-1,-1,-1,-1,-1,0.139269
170,67,0,3172,47.343284,0.000000,30.000000,-1,40.031526,40.031526,-1,2,0,182,5,0,124,60,0,25,9.333831,7.780597,7.780597,1.000000,0.947186,-1,-1,-1,-1,-1,0.164344
180,78,0,3712,47.589744,0.000000,30.000000,-1,40.015894,40.015894,-1,2,0,265,1,0,144,122,0,25,8.504274,6.837607,6.837607,1.000000,0.947050,-1,-1,-1,-1,-1,0.143678
190,85,0,3620,42.588235,0.000000,30.000000,-1,40.011050,40.011050,-1,7,0,473,1,0,152,151,0,106,8.279529,5.602824,5.602824,1.000000,0.885476,-1,-1,-1,-1,-1,0.131558
200,83,0,3659,44.084337,0.000000,30.000000,-1,40.019951,40.019951,-1,6,0,286,4,0,151,258,0,78,7.514157,5.738855,5.738855,1.000000,0.896853,-1,-1,-1,-1,-1,0.130179
210,80,0,3728,46.600000,0.000000,30.000000,-1,40.037017,40.037017,-1,2,0,249,4,0,116,112,0,23,8.283708,6.632958,6.632958,1.000000,0.940006,-1,-1,-1,-1,-1,0.142338
220,75,0,3607,48.093333,0.000000,30.000000,-1,40.062933,40.062933,-1,1,0,257,6,0,162,66,0,13,9.399867,7.400133,7.400133,1.000000,0.951873,-1,-1,-1,-1,-1,0.153870
230,77,0,3623,47.051948,0.000000,30.000000,-1,40.023185,40.023185,-1,2,0,372,7,0,150,99,0,21,8.584416,6.350649,6.350649,1.000000,0.935216,-1,-1,-1,-1,-1,0.134971
240,81,0,3526,43.530864,0.000000,30.000000,-1,39.973625,39.973625,-1,6,0,389,3,0,162,80,0,70,9.019877,6.412222,6.412222,1.000000,0.892555,-1,-1,-1,-1,-1,0.147303
250,77,0,3578,46.467532,0.000000,30.000000,-1,40.004192,40.004192,-1,2,0,347,8,0,139,54,0,17,8.965758,6.575368,6.575368,1.000000,0.929817,-1,-1,-1,-1,-1,0.141505
260,78,0,3659,46.910256,0.000000,30.000000,-1,40.009565,40.009565,-1,3,0,319,4,0,94,87,0,43,8.598932,6.486538,6.486538,1.000000,0.923402,-1,-1,-1,-1,-1,0.138275
270,75,0,3559,47.453333,0.000000,30.000000,-1,40.055915,40.055915,-1,2,0,279,2,0,139,197,0,19,8.634400,6.743378,6.743378,1.000000,0.935174,-1,-1,-1,-1,-1,0.142105
280,85,0,3848,45.270588,0.000000,30.000000,-1,40.062370,40.062370,-1,3,0,399,3,0,152,155,0,39,8.969765,6.206706,6.206706,1.000000,0.922016,-1,-1,-1,-1,-1,0.137102
290,93,0,3985,42.849462,0.000000,30.000000,-1,40.030113,40.030113,-1,8,0,410,4,0,142,364,0,101,7.771344,5.515394,5.515394,1.000000,0.859986,-1,-1,-1,-1,-1,0.128716
