update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,157,1.570000,0.000000,30.000000,-1,39.993631,39.993631,-1,0,0,57,0,0,0,2,0,0,15.730333,0.153000,0.153000,0.610000,0.967213,-1,-1,-1,-1,-1,0.097452
10,196,0,6223,31.750000,0.000000,30.000000,-1,40.000803,40.000803,-1,7,0,801,0,0,0,447,0,72,8.431069,3.281030,3.281030,0.826531,0.868621,-1,-1,-1,-1,-1,0.103340
20,281,0,11993,42.679715,0.000000,30.000000,-1,40.002251,40.002251,-1,10,0,1597,6,0,381,998,0,119,6.427874,4.072719,4.072719,0.960854,0.931862,-1,-1,-1,-1,-1,0.095425
30,333,0,14683,44.093093,0.000000,30.000000,-1,40.007968,40.007968,-1,18,0,1479,20,0,475,1014,0,221,5.196684,3.900127,3.900127,1.000000,0.935316,-1,-1,-1,-1,-1,0.088452
40,359,0,16042,44.685237,0.000000,30.000000,-1,40.012031,40.012031,-1,19,0,1550,22,0,558,1311,0,234,5.100966,3.745035,3.745035,1.000000,0.934611,-1,-1,-1,-1,-1,0.083809
50,360,0,16518,45.883333,0.000000,30.000000,-1,40.016043,40.016043,-1,12,0,1787,22,0,647,1625,0,146,5.465657,3.938972,3.938972,1.000000,0.952288,-1,-1,-1,-1,-1,0.085848
60,399,0,18025,45.175439,0.000000,30.000000,-1,40.019584,40.019584,-1,23,0,1353,21,0,641,1509,0,286,4.590386,3.603850,3.603850,1.000000,0.926940,-1,-1,-1,-1,-1,0.079775
70,386,0,17533,45.422280,0.000000,30.000000,-1,40.019107,40.019107,-1,22,0,1595,18,0,674,1380,0,286,5.134646,3.941347,3.941347,1.000000,0.926725,-1,-1,-1,-1,-1,0.086771
80,401,0,18250,45.511222,0.000000,30.000000,-1,40.013315,40.013315,-1,19,0,1606,12,0,700,1409,0,217,5.046699,3.817450,3.817450,1.000000,0.932694,-1,-1,-1,-1,-1,0.083879
90,395,0,18307,46.346835,0.000000,30.000000,-1,40.002677,40.002677,-1,13,0,1549,21,0,651,1339,0,154,5.181705,3.911122,3.911122,1.000000,0.946862,-1,-1,-1,-1,-1,0.084388
100,420,0,19205,45.726190,0.000000,30.000000,-1,40.005884,40.005884,-1,23,0,1604,23,0,718,1837,0,289,4.706052,3.654776,3.654776,1.000000,0.924465,-1,-1,-1,-1,-1,0.079927
110,418,0,18709,44.758373,0.000000,30.000000,-1,40.012775,40.012775,-1,24,0,1806,22,0,738,1471,0,307,4.856756,3.506653,3.506653,1.000000,0.922458,-1,-1,-1,-1,-1,0.078346
120,409,0,18380,44.938875,0.000000,30.000000,-1,40.005550,40.005550,-1,27,0,1793,21,0,698,1670,0,321,4.887034,3.683346,3.683346,1.000000,0.913029,-1,-1,-1,-1,-1,0.081963
130,392,0,18065,46.084184,0.000000,30.000000,-1,40.007307,40.007307,-1,18,0,1389,22,0,700,1064,0,236,4.908800,3.854198,3.854198,1.000000,0.931635,-1,-1,-1,-1,-1,0.083634
140,395,0,18066,45.736709,0.000000,30.000000,-1,40.004373,40.004373,-1,20,0,1367,25,0,666,1559,0,244,4.768893,3.718630,3.718630,1.000000,0.925211,-1,-1,-1,-1,-1,0.081305
150,412,0,18402,44.665049,0.000000,30.000000,-1,40.006032,40.006032,-1,18,0,1979,18,0,763,1725,0,247,5.201613,3.673676,3.673676,1.000000,0.928733,-1,-1,-1,-1,-1,0.082249
160,416,0,18972,45.605769,0.000000,30.000000,-1,40.009277,40.009277,-1,21,0,1756,12,0,762,1675,0,271,5.017505,3.738676,3.738676,1.000000,0.921577,-1,-1,-1,-1,-1,0.081978
170,407,0,18903,46.444717,0.000000,30.000000,-1,40.002381,40.002381,-1,16,0,1605,12,0,693,1669,0,192,4.865972,3.675856,3.675856,1.000000,0.932646,-1,-1,-1,-1,-1,0.079145
180,397,0,18148,45.712846,0.000000,30.000000,-1,39.997851,39.997851,-1,16,0,1656,17,0,689,1598,0,187,4.898194,3.589511,3.589511,1.000000,0.928528,-1,-1,-1,-1,-1,0.078523
190,399,0,17825,44.674185,0.000000,30.000000,-1,40.010323,40.010323,-1,23,0,1564,22,0,687,1717,0,288,4.977196,3.637674,3.637674,1.000000,0.911827,-1,-1,-1,-1,-1,0.081427
200,401,0,18165,45.299252,0.000000,30.000000,-1,40.011891,40.011891,-1,21,0,1556,14,0,653,1529,0,286,5.018485,3.783795,3.783795,1.000000,0.916086,-1,-1,-1,-1,-1,0.083529
210,408,0,18573,45.522059,0.000000,30.000000,-1,40.033813,40.033813,-1,19,0,1489,23,0,695,1340,0,248,4.781224,3.586073,3.586073,1.000000,0.916561,-1,-1,-1,-1,-1,0.078777
220,400,0,18910,47.275000,0.000000,30.000000,-1,40.033421,40.033421,-1,9,0,1491,23,0,748,1655,0,112,4.946597,3.714712,3.714712,1.000000,0.940869,-1,-1,-1,-1,-1,0.078577
230,403,0,18075,44.851117,0.000000,30.000000,-1,40.020636,40.020636,-1,20,0,1775,24,0,744,1674,0,246,5.097370,3.627019,3.627019,1.000000,0.915911,-1,-1,-1,-1,-1,0.080868
240,407,0,18525,45.515971,0.000000,30.000000,-1,40.021646,40.021646,-1,27,0,1470,18,0,652,1640,0,330,4.928701,3.776810,3.776810,1.000000,0.896858,-1,-1,-1,-1,-1,0.082978
250,409,0,18626,45.540342,0.000000,30.000000,-1,40.026415,40.026415,-1,16,0,1783,12,0,758,1494,0,195,5.062340,3.631959,3.631959,1.000000,0.922985,-1,-1,-1,-1,-1,0.079753
260,396,0,18259,46.108586,0.000000,30.000000,-1,40.007722,40.007722,-1,16,0,1627,16,0,651,1110,0,211,4.845529,3.589737,3.589737,1.000000,0.920947,-1,-1,-1,-1,-1,0.077854
270,400,0,18182,45.455000,0.000000,30.000000,-1,40.012650,40.012650,-1,16,0,1519,24,0,678,1287,0,201,4.779920,3.491985,3.491985,1.000000,0.922338,-1,-1,-1,-1,-1,0.076823
280,415,0,18854,45.431325,0.000000,30.000000,-1,40.018245,40.018245,-1,17,0,1776,12,0,728,1685,0,223,4.977190,3.470371,3.470371,1.000000,0.916589,-1,-1,-1,-1,-1,0.076387
290,420,0,18983,45.197619,0.000000,30.000000,-1,40.020861,40.020861,-1,23,0,1929,23,0,724,1737,0,315,4.784951,3.395264,3.395264,1.000000,0.904082,-1,-1,-1,-1,-1,0.075120
300,420,0,18921,45.050000,0.000000,30.000000,-1,40.015433,40.015433,-1,20,0,1804,16,0,754,1594,0,243,4.665890,3.329802,3.329802,1.000000,0.908421,-1,-1,-1,-1,-1,0.073913
310,416,0,18760,45.096154,0.000000,30.000000,-1,40.011567,40.011567,-1,27,0,1331,25,0,721,1400,0,344,4.908051,3.764740,3.764740,1.000000,0.893802,-1,-1,-1,-1,-1,0.083483
320,398,0,18230,45.804020,0.000000,30.000000,-1,40.011300,40.011300,-1,15,0,1724,24,0,703,1799,0,187,4.947849,3.583977,3.583977,1.000000,0.917193,-1,-1,-1,-1,-1,0.078246
330,395,0,18151,45.951899,0.000000,30.000000,-1,40.013608,40.013608,-1,17,0,1969,17,0,677,1579,0,229,5.055554,3.552764,3.552764,1.000000,0.911794,-1,-1,-1,-1,-1,0.077315
340,390,0,17899,45.894872,0.000000,30.000000,-1,40.035365,40.035365,-1,16,0,1401,16,0,669,1758,0,187,5.187256,3.818727,3.818727,1.000000,0.915309,-1,-1,-1,-1,-1,0.083206
350,405,0,18598,45.920988,0.000000,30.000000,-1,40.048177,40.048177,-1,20,0,1628,19,0,672,1361,0,266,5.021349,3.761014,3.761014,1.000000,0.906195,-1,-1,-1,-1,-1,0.081902
360,393,0,18137,46.150127,0.000000,30.000000,-1,40.051387,40.051387,-1,16,0,1749,17,0,740,1313,0,202,5.129410,3.697562,3.697562,1.000000,0.911554,-1,-1,-1,-1,-1,0.080120
370,419,0,19307,46.078759,0.000000,30.000000,-1,40.066712,40.066712,-1,14,0,1897,19,0,665,1877,0,183,5.050203,3.552479,3.552479,1.000000,0.915996,-1,-1,-1,-1,-1,0.077096
380,417,0,18874,45.261391,0.000000,30.000000,-1,40.063844,40.063844,-1,20,0,1805,20,0,705,1530,0,257,5.004804,3.600768,3.600768,1.000000,0.901226,-1,-1,-1,-1,-1,0.079555
390,407,0,18576,45.641278,0.000000,30.000000,-1,40.045973,40.045973,-1,18,0,1610,17,0,723,1594,0,233,5.107338,3.676680,3.676680,1.000000,0.905856,-1,-1,-1,-1,-1,0.080556
400,398,0,17901,44.977387,0.000000,30.000000,-1,40.049271,40.049271,-1,25,0,1352,28,0,666,1495,0,312,5.035509,3.730822,3.730822,1.000000,0.886850,-1,-1,-1,-1,-1,0.082949
410,425,0,19704,46.362353,0.000000,30.000000,-1,40.043240,40.043240,-1,11,0,1810,18,0,733,1331,0,137,4.995969,3.492434,3.492434,1.000000,0.918722,-1,-1,-1,-1,-1,0.075329
420,402,0,18664,46.427861,0.000000,30.000000,-1,40.016824,40.016824,-1,17,0,1560,21,0,750,1449,0,205,5.123496,3.720262,3.720262,1.000000,0.903702,-1,-1,-1,-1,-1,0.080130
430,426,0,19301,45.307512,0.000000,30.000000,-1,40.020673,40.020673,-1,20,0,1811,21,0,680,1682,0,274,4.894688,3.458207,3.458207,1.000000,0.901865,-1,-1,-1,-1,-1,0.076327
440,414,0,18792,45.391304,0.000000,30.000000,-1,40.027033,40.027033,-1,19,0,1962,18,0,750,1587,0,216,5.057442,3.532851,3.532851,1.000000,0.898684,-1,-1,-1,-1,-1,0.077831
450,408,0,18733,45.914216,0.000000,30.000000,-1,40.025944,40.025944,-1,22,0,1606,14,0,695,1608,0,278,5.068657,3.723827,3.723827,1.000000,0.895192,-1,-1,-1,-1,-1,0.081104
460,382,0,17194,45.010471,0.000000,30.000000,-1,40.025183,40.025183,-1,18,0,1511,26,0,702,1337,0,227,5.120604,3.601348,3.601348,1.000000,0.900005,-1,-1,-1,-1,-1,0.080011
470,404,0,18327,45.363861,0.000000,30.000000,-1,40.041305,40.041305,-1,19,0,1719,21,0,703,1826,0,246,5.376327,3.826644,3.826644,1.000000,0.897482,-1,-1,-1,-1,-1,0.084354
480,399,0,18082,45.318296,0.000000,30.000000,-1,40.038270,40.038270,-1,24,0,1709,22,0,692,1382,0,288,4.961132,3.550743,3.550743,1.000000,0.883925,-1,-1,-1,-1,-1,0.078351
490,411,0,18667,45.418491,0.000000,30.000000,-1,40.022285,40.022285,-1,22,0,1542,16,0,753,1601,0,282,4.986544,3.578802,3.578802,1.000000,0.892243,-1,-1,-1,-1,-1,0.078796
500,390,0,17796,45.630769,0.000000,30.000000,-1,40.005844,40.005844,-1,17,0,1384,25,0,702,1191,0,196,4.977637,3.572424,3.572424,1.000000,0.900476,-1,-1,-1,-1,-1,0.078290
510,415,0,18422,44.390361,0.000000,30.000000,-1,40.017316,40.017316,-1,28,0,1690,20,0,680,1642,0,362,4.943881,3.477118,3.477118,1.000000,0.876594,-1,-1,-1,-1,-1,0.078330
520,422,0,18904,44.796209,0.000000,30.000000,-1,40.003756,40.003756,-1,26,0,1703,22,0,669,1521,0,299,5.166487,3.634235,3.634235,1.000000,0.880601,-1,-1,-1,-1,-1,0.081128
530,423,0,18756,44.340426,0.000000,30.000000,-1,39.999840,39.999840,-1,24,0,1786,22,0,734,1454,0,301,4.839143,3.340189,3.340189,1.000000,0.885555,-1,-1,-1,-1,-1,0.075331
540,402,0,18412,45.800995,0.000000,30.000000,-1,39.982783,39.982783,-1,17,0,1494,17,0,671,1180,0,213,5.058035,3.584585,3.584585,1.000000,0.898990,-1,-1,-1,-1,-1,0.078264
550,391,0,18144,46.404092,0.000000,30.000000,-1,39.962081,39.962081,-1,14,0,1378,22,0,652,1480,0,179,4.923520,3.680669,3.680669,1.000000,0.908025,-1,-1,-1,-1,-1,0.079318
560,393,0,17595,44.770992,0.000000,30.000000,-1,39.966127,39.966127,-1,27,0,1669,16,0,675,1455,0,359,5.232233,3.727902,3.727902,1.000000,0.876346,-1,-1,-1,-1,-1,0.083266
570,393,0,17853,45.427481,0.000000,30.000000,-1,39.986333,39.986333,-1,20,0,1708,19,0,631,1325,0,257,5.135206,3.524009,3.524009,1.000000,0.889728,-1,-1,-1,-1,-1,0.077574
580,428,0,19092,44.607477,0.000000,30.000000,-1,39.975173,39.975173,-1,23,0,1759,19,0,757,1581,0,292,4.845141,3.394716,3.394716,1.000000,0.887404,-1,-1,-1,-1,-1,0.076102
590,408,0,18119,44.409314,0.000000,30.000000,-1,39.985319,39.985319,-1,23,0,1693,21,0,686,1421,0,298,5.200665,3.551903,3.551903,1.000000,0.879801,-1,-1,-1,-1,-1,0.079981
600,429,0,19292,44.969697,0.000000,30.000000,-1,39.996475,39.996475,-1,20,0,1970,27,0,708,1624,0,261,4.907396,3.360559,3.360559,1.000000,0.889697,-1,-1,-1,-1,-1,0.074729
610,407,0,18318,45.007371,0.000000,30.000000,-1,40.004313,40.004313,-1,20,0,1744,17,0,766,1335,0,260,5.192861,3.554068,3.554068,1.000000,0.888804,-1,-1,-1,-1,-1,0.078966
620,402,0,18024,44.835821,0.000000,30.000000,-1,39.996505,39.996505,-1,21,0,1854,17,0,647,1537,0,292,5.256431,3.465199,3.465199,1.000000,0.880896,-1,-1,-1,-1,-1,0.077286
630,394,0,18137,46.032995,0.000000,30.000000,-1,39.974527,39.974527,-1,18,0,1635,16,0,671,1420,0,222,5.245070,3.746107,3.746107,1.000000,0.889600,-1,-1,-1,-1,-1,0.081379
640,385,0,17911,46.522078,0.000000,30.000000,-1,39.995645,39.995645,-1,14,0,1671,16,0,656,1745,0,171,5.386185,3.802560,3.802560,1.000000,0.894989,-1,-1,-1,-1,-1,0.081737
650,401,0,18532,46.214464,0.000000,30.000000,-1,39.996331,39.996331,-1,9,0,1822,21,0,672,1641,0,117,5.246570,3.540806,3.540806,1.000000,0.907510,-1,-1,-1,-1,-1,0.076617
660,414,0,18651,45.050725,0.000000,30.000000,-1,40.018659,40.018659,-1,22,0,1570,16,0,726,1567,0,263,4.836980,3.412848,3.412848,1.000000,0.881625,-1,-1,-1,-1,-1,0.075756
670,395,0,18245,46.189873,0.000000,30.000000,-1,40.020718,40.020718,-1,15,0,1366,22,0,695,1195,0,193,4.960030,3.592713,3.592713,1.000000,0.898151,-1,-1,-1,-1,-1,0.077781
680,415,0,19039,45.877108,0.000000,30.000000,-1,40.020589,40.020589,-1,21,0,1649,25,0,691,1556,0,256,5.193694,3.720248,3.720248,1.000000,0.884725,-1,-1,-1,-1,-1,0.081092
690,412,0,18666,45.305825,0.000000,30.000000,-1,40.009429,40.009429,-1,20,0,1662,21,0,719,1264,0,255,4.940826,3.450875,3.450875,1.000000,0.884820,-1,-1,-1,-1,-1,0.076168
700,419,0,19059,45.486874,0.000000,30.000000,-1,40.005089,40.005089,-1,22,0,1585,17,0,681,1672,0,253,4.915081,3.442005,3.442005,1.000000,0.884195,-1,-1,-1,-1,-1,0.075670
710,423,0,18814,44.477541,0.000000,30.000000,-1,40.006750,40.006750,-1,27,0,1772,15,0,746,1478,0,339,5.112390,3.460220,3.460220,1.000000,0.869579,-1,-1,-1,-1,-1,0.077797
720,404,0,18637,46.131188,0.000000,30.000000,-1,39.997907,39.997907,-1,17,0,1704,24,0,709,1218,0,205,5.034601,3.487440,3.487440,1.000000,0.890880,-1,-1,-1,-1,-1,0.075598
730,392,0,17852,45.540816,0.000000,30.000000,-1,40.004369,40.004369,-1,21,0,1492,14,0,713,1404,0,266,4.988870,3.562151,3.562151,1.000000,0.876764,-1,-1,-1,-1,-1,0.078219
740,400,0,18343,45.857500,0.000000,30.000000,-1,40.002453,40.002453,-1,14,0,1716,14,0,746,1460,0,173,5.200317,3.522183,3.522183,1.000000,0.888309,-1,-1,-1,-1,-1,0.076807
750,388,0,17384,44.804124,0.000000,30.000000,-1,39.985331,39.985331,-1,14,0,2043,20,0,652,1555,0,165,5.334518,3.376822,3.376822,1.000000,0.889017,-1,-1,-1,-1,-1,0.075369
760,406,0,18628,45.881773,0.000000,30.000000,-1,39.985935,39.985935,-1,20,0,1553,19,0,698,1712,0,245,5.112650,3.608321,3.608321,1.000000,0.876444,-1,-1,-1,-1,-1,0.078644
770,417,0,19379,46.472422,0.000000,30.000000,-1,39.993859,39.993859,-1,15,0,1612,24,0,791,1568,0,180,4.996054,3.521931,3.521931,1.000000,0.889136,-1,-1,-1,-1,-1,0.075785
780,386,0,18275,47.344560,0.000000,30.000000,-1,40.002353,40.002353,-1,8,0,1527,24,0,706,1788,0,108,5.056587,3.619332,3.619332,1.000000,0.905822,-1,-1,-1,-1,-1,0.076447
790,386,0,17540,45.440415,0.000000,30.000000,-1,40.026283,40.026283,-1,19,0,1726,21,0,643,1480,0,232,5.113731,3.501122,3.501122,1.000000,0.878861,-1,-1,-1,-1,-1,0.077049
800,384,0,17754,46.234375,0.000000,30.000000,-1,40.037456,40.037456,-1,18,0,1339,15,0,666,1244,0,230,5.308729,3.866370,3.866370,1.000000,0.878170,-1,-1,-1,-1,-1,0.083625
810,405,0,18461,45.582716,0.000000,30.000000,-1,40.023563,40.023563,-1,17,0,1816,24,0,715,1094,0,199,5.126614,3.426355,3.426355,1.000000,0.877807,-1,-1,-1,-1,-1,0.075168
820,408,0,17945,43.982843,0.000000,30.000000,-1,40.002842,40.002842,-1,29,0,1382,16,0,720,1430,0,343,4.963676,3.426730,3.426730,1.000000,0.860561,-1,-1,-1,-1,-1,0.077911
830,409,0,18762,45.872861,0.000000,30.000000,-1,40.025477,40.025477,-1,18,0,1445,24,0,693,1362,0,229,5.005293,3.506059,3.506059,1.000000,0.880825,-1,-1,-1,-1,-1,0.076430
840,421,0,19180,45.558195,0.000000,30.000000,-1,40.019969,40.019969,-1,19,0,1753,18,0,722,1880,0,233,4.949107,3.415388,3.415388,1.000000,0.878720,-1,-1,-1,-1,-1,0.074968
850,407,0,18535,45.540541,0.000000,30.000000,-1,40.028325,40.028325,-1,17,0,1700,20,0,718,1433,0,197,5.201849,3.586322,3.586322,1.000000,0.879371,-1,-1,-1,-1,-1,0.078750
860,395,0,18186,46.040506,0.000000,30.000000,-1,40.023370,40.023370,-1,14,0,1660,27,0,703,1366,0,159,5.209403,3.568515,3.568515,1.000000,0.887253,-1,-1,-1,-1,-1,0.077508
870,419,0,18945,45.214797,0.000000,30.000000,-1,40.034838,40.034838,-1,20,0,1815,16,0,726,1854,0,246,5.044501,3.363727,3.363727,1.000000,0.871253,-1,-1,-1,-1,-1,0.074394
880,418,0,18792,44.956938,0.000000,30.000000,-1,40.026501,40.026501,-1,19,0,1791,21,0,695,1591,0,244,4.922227,3.211744,3.211744,1.000000,0.873597,-1,-1,-1,-1,-1,0.071440
890,403,0,18492,45.885856,0.000000,30.000000,-1,40.072788,40.072788,-1,18,0,1519,22,0,706,1572,0,225,5.158173,3.622165,3.622165,1.000000,0.878504,-1,-1,-1,-1,-1,0.078939
900,413,0,18923,45.818402,0.000000,30.000000,-1,40.056756,40.056756,-1,16,0,1511,20,0,700,1673,0,195,4.992501,3.466625,3.466625,1.000000,0.882613,-1,-1,-1,-1,-1,0.075660
