update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,157,1.570000,0.000000,30.000000,-1,39.987261,39.987261,-1,0,0,57,0,0,0,4,0,0,15.707133,0.146200,0.146200,0.650000,0.969231,-1,-1,-1,-1,-1,0.093121
10,181,0,5841,32.270718,0.000000,30.000000,-1,40.022941,40.022941,-1,11,0,985,0,0,0,409,0,116,8.196759,3.344678,3.344678,0.861878,0.926777,-1,-1,-1,-1,-1,0.103644
20,155,0,6775,43.709677,0.000000,30.000000,-1,40.010480,40.010480,-1,7,0,457,12,0,271,305,0,95,7.345634,5.450065,5.450065,0.967742,0.930701,-1,-1,-1,-1,-1,0.124688
30,134,0,6250,46.641791,0.000000,30.000000,-1,40.005760,40.005760,-1,2,0,739,12,0,205,203,0,17,7.593109,5.404403,5.404403,0.992537,0.973992,-1,-1,-1,-1,-1,0.115870
40,118,0,5375,45.550847,0.000000,30.000000,-1,40.018233,40.018233,-1,3,0,547,5,0,236,311,0,33,8.412763,6.188932,6.188932,0.991525,0.963680,-1,-1,-1,-1,-1,0.135869
50,99,0,4799,48.474747,0.000000,30.000000,-1,40.002084,40.002084,-1,2,0,310,7,0,182,296,0,23,7.833215,6.661734,6.661734,1.000000,0.966272,-1,-1,-1,-1,-1,0.137427
60,97,0,4561,47.020619,0.000000,30.000000,-1,40.008332,40.008332,-1,2,0,432,3,0,194,161,0,14,7.960481,6.146048,6.146048,1.000000,0.964972,-1,-1,-1,-1,-1,0.130710
70,91,0,4203,46.186813,0.000000,30.000000,-1,40.036403,40.036403,-1,3,0,455,3,0,145,168,0,34,8.181832,6.250403,6.250403,1.000000,0.953638,-1,-1,-1,-1,-1,0.135329
80,91,0,4030,44.285714,0.000000,30.000000,-1,40.032010,40.032010,-1,5,0,420,8,0,135,362,0,61,7.713993,5.692601,5.692601,1.000000,0.926283,-1,-1,-1,-1,-1,0.128543
90,79,0,3588,45.417722,0.000000,30.000000,-1,40.033724,40.033724,-1,5,0,266,2,0,127,172,0,58,8.289409,6.731688,6.731688,1.000000,0.918843,-1,-1,-1,-1,-1,0.148217
100,74,0,3427,46.310811,0.000000,30.000000,-1,40.050481,40.050481,-1,3,0,305,1,0,136,63,0,37,8.802973,7.075405,7.075405,1.000000,0.942791,-1,-1,-1,-1,-1,0.152781
