update,cats,dogs,fleas,FpC,FpD,catLockAveSize,dogLockAveSize,fleaKeyAveSize,fleaKeyAveSizeOnCats,fleaKeyAveSizeOnDogs,catBirths,dogBirths,fleaBirths,catDeaths,dogDeaths,fleaDeaths,fleaJumps,fleaJumpsAcross,fleasInherited,catCollectedResource,fleaOnCatCollectedResource,catTheft,infectedCatsRate,bitMatchCat,dogCollectedResource,fleaOnDogCollectedResource,dogTheft,infectedDogsRate,bitMatchDog,fleaCollectedResource
0,100,0,176,1.760000,0.000000,30.000000,-1,39.988636,39.988636,-1,0,0,76,0,0,0,6,0,0,15.958333,0.175000,0.175000,0.630000,0.936508,-1,-1,-1,-1,-1,0.099432
10,183,0,5484,29.967213,0.000000,30.000000,-1,39.995624,39.995624,-1,13,0,957,0,0,0,329,0,116,8.803934,3.145064,3.145064,0.781421,0.839289,-1,-1,-1,-1,-1,0.104950
20,187,0,7551,40.379679,0.000000,30.000000,-1,39.991127,39.991127,-1,9,0,597,9,0,290,386,0,106,7.392980,4.715754,4.715754,0.909091,0.889737,-1,-1,-1,-1,-1,0.116785
30,182,0,8307,45.642857,0.000000,30.000000,-1,39.985675,39.985675,-1,4,0,719,13,0,278,463,0,25,7.309643,5.325888,5.325888,0.961538,0.976166,-1,-1,-1,-1,-1,0.116686
40,157,0,6507,41.445860,0.000000,30.000000,-1,39.987245,39.987245,-1,10,0,782,5,0,324,325,0,124,8.003053,5.258093,5.258093,0.980892,0.896537,-1,-1,-1,-1,-1,0.126867
50,134,0,6221,46.425373,0.000000,30.000000,-1,39.983282,39.983282,-1,4,0,475,8,0,182,363,0,55,7.487114,5.973085,5.973085,1.000000,0.955599,-1,-1,-1,-1,-1,0.128660
60,135,0,6037,44.718519,0.000000,30.000000,-1,39.998178,39.998178,-1,12,0,571,4,0,259,319,0,159,7.323185,5.837309,5.837309,1.000000,0.898172,-1,-1,-1,-1,-1,0.130534
70,123,0,5495,44.674797,0.000000,30.000000,-1,40.006551,40.006551,-1,9,0,493,7,0,227,231,0,111,8.053046,6.234217,6.234217,1.000000,0.911171,-1,-1,-1,-1,-1,0.139547
80,115,0,5336,46.400000,0.000000,30.000000,-1,40.015742,40.015742,-1,4,0,420,7,0,216,113,0,49,7.970493,6.435304,6.435304,1.000000,0.948347,-1,-1,-1,-1,-1,0.138692
90,111,0,5185,46.711712,0.000000,30.000000,-1,40.033173,40.033173,-1,3,0,432,5,0,197,209,0,33,8.275856,6.528949,6.528949,1.000000,0.955276,-1,-1,-1,-1,-1,0.139771
100,96,0,4442,46.270833,0.000000,30.000000,-1,40.053129,40.053129,-1,3,0,452,9,0,164,82,0,48,8.372014,6.506458,6.506458,1.000000,0.952973,-1,-1,-1,-1,-1,0.140617
110,87,0,4197,48.241379,0.000000,30.000000,-1,40.062902,40.062902,-1,2,0,239,3,0,160,144,0,23,8.504176,7.166322,7.166322,1.000000,0.959315,-1,-1,-1,-1,-1,0.148551
